#
# 3-day summary product time series for bartlettir
#
# Site: bartlettir
# Veg Type: DB
# ROI ID Number: 1000
# Lat: 44.0646
# Lon: -71.2881
# Elev: 268
# UTC Offset: -5
# Image Count Threshold: 1
# Aggregation Period: 3
# Solar Elevation Min: 10.0
# Time of Day Min: 00:00:00
# Time of Day Max: 23:59:59
# ROI Brightness Min: 100
# ROI Brightness Max: 665
# Creation Date: 2018-08-15
# Creation Time: 16:49:40
# Update Date: 2018-11-28
# Update Time: 05:16:59
#
date,year,doy,image_count,midday_filename,midday_r,midday_g,midday_b,midday_gcc,midday_rcc,r_mean,r_std,g_mean,g_std,b_mean,b_std,gcc_mean,gcc_std,gcc_50,gcc_75,gcc_90,rcc_mean,rcc_std,rcc_50,rcc_75,rcc_90,max_solar_elev,snow_flag,outlierflag_gcc_mean,outlierflag_gcc_50,outlierflag_gcc_75,outlierflag_gcc_90
2008-04-19,2008,110,62,bartlettir_2008_04_19_120541.jpg,115.44886,123.09391,98.49494,0.36522,0.34254,106.22044,9.15512,118.84415,8.24151,92.50816,6.23164,0.37438,0.00404,0.37492,0.37673,0.37932,0.33416,0.00620,0.33386,0.33921,0.34251,57.42530,NA,NA,NA,NA,NA
2008-04-22,2008,113,69,bartlettir_2008_04_22_120541.jpg,101.00399,103.06680,81.17706,0.36132,0.35409,103.50932,12.20977,113.48775,11.39269,86.96257,7.36486,0.37337,0.00466,0.37451,0.37708,0.37805,0.33992,0.01207,0.34382,0.34609,0.34931,58.40166,NA,NA,NA,NA,NA
2008-04-25,2008,116,69,bartlettir_2008_04_25_120541.jpg,111.15833,110.79517,82.88897,0.36345,0.36464,104.80860,7.94420,108.87550,7.89694,79.48816,7.29987,0.37154,0.00516,0.37261,0.37529,0.37706,0.35760,0.00646,0.35738,0.36195,0.36475,59.34849,NA,NA,NA,NA,NA
2008-04-28,2008,119,56,bartlettir_2008_04_28_120038.jpg,80.91857,66.03954,47.31990,0.33992,0.41651,79.34098,12.56378,71.08503,15.33544,49.22748,12.28785,0.35466,0.00976,0.35478,0.36354,0.36701,0.40106,0.02397,0.41033,0.41956,0.43014,60.26053,NA,NA,NA,NA,NA
2008-05-01,2008,122,69,bartlettir_2008_05_01_120036.jpg,94.51824,88.59314,70.22228,0.34971,0.37310,93.49901,10.65849,94.46147,9.34112,68.70072,5.33176,0.36801,0.00567,0.36917,0.37199,0.37399,0.36378,0.00855,0.36325,0.36874,0.37577,61.14404,NA,NA,NA,NA,NA
2008-05-04,2008,125,69,bartlettir_2008_05_04_120538.jpg,82.31829,73.27573,54.33602,0.34905,0.39212,89.60008,10.61082,86.72856,13.84613,61.25203,10.12320,0.36430,0.00824,0.36287,0.36925,0.37667,0.37874,0.01310,0.37515,0.38698,0.40033,61.98692,NA,NA,NA,NA,NA
2008-05-07,2008,128,68,bartlettir_2008_05_07_121037.jpg,105.94755,106.10101,71.25017,0.37452,0.37398,93.82642,11.59459,99.69289,10.22567,64.45596,5.86454,0.38658,0.00737,0.38551,0.39222,0.39561,0.36298,0.00934,0.36521,0.36947,0.37380,62.78991,NA,NA,NA,NA,NA
2008-05-10,2008,131,70,bartlettir_2008_05_10_120537.jpg,90.20006,92.73257,48.92223,0.39996,0.38904,93.72891,4.94743,101.28624,4.41325,53.59518,3.56728,0.40758,0.00726,0.40746,0.41279,0.41732,0.37696,0.00421,0.37605,0.37898,0.38285,63.73704,NA,NA,NA,NA,NA
2008-05-13,2008,134,69,bartlettir_2008_05_13_120540.jpg,92.96522,97.95158,45.85452,0.41370,0.39264,90.98972,5.48708,100.63274,5.60790,45.92108,4.37813,0.42386,0.00888,0.42457,0.42981,0.43649,0.38309,0.00426,0.38300,0.38538,0.38939,64.27658,NA,NA,NA,NA,NA
2008-05-16,2008,137,70,bartlettir_2008_05_16_120039.jpg,81.32675,89.51178,42.87873,0.41883,0.38053,84.25012,7.89886,99.24690,8.97605,40.83644,3.53829,0.44240,0.00575,0.44271,0.44659,0.44876,0.37541,0.00561,0.37629,0.37936,0.38197,64.95268,NA,NA,NA,NA,NA
2008-05-19,2008,140,62,bartlettir_2008_05_19_120545.jpg,81.93449,91.50047,39.68504,0.42934,0.38445,83.97460,8.12407,99.35308,8.40410,37.95785,3.74029,0.44923,0.00634,0.45049,0.45332,0.45625,0.37930,0.00572,0.37949,0.38349,0.38711,65.37755,NA,NA,NA,NA,NA
2008-05-22,2008,143,63,bartlettir_2008_05_22_120047.jpg,84.64885,93.73628,42.00452,0.42532,0.38409,78.50576,8.17607,94.40458,9.16449,35.23201,4.71651,0.45399,0.00857,0.45406,0.45724,0.46139,0.37726,0.00645,0.37774,0.38157,0.38472,66.16912,NA,NA,NA,NA,NA
2008-05-25,2008,146,66,bartlettir_2008_05_25_120554.jpg,85.61331,101.52032,39.25034,0.44844,0.37818,79.66813,7.62977,99.36451,7.30953,36.43378,3.25824,0.46155,0.00830,0.45966,0.46669,0.47494,0.36940,0.00719,0.36811,0.37549,0.37972,66.89176,NA,NA,NA,NA,NA
2008-05-28,2008,149,58,bartlettir_2008_05_28_120558.jpg,80.13588,99.27239,40.61944,0.45118,0.36421,72.22246,6.04572,95.32263,6.82394,36.83788,3.16873,0.46661,0.00678,0.46615,0.47013,0.47517,0.35320,0.00715,0.35428,0.35659,0.36125,67.17731,NA,NA,NA,NA,NA
2008-05-31,2008,152,52,bartlettir_2008_05_31_120557.jpg,69.20731,85.40564,32.41123,0.45666,0.37004,73.51792,9.44689,96.55713,11.05906,36.49022,5.31345,0.46802,0.00835,0.46825,0.47222,0.47556,0.35570,0.00623,0.35522,0.35810,0.36439,67.80104,NA,NA,NA,NA,NA
2008-06-03,2008,155,19,bartlettir_2008_06_03_120603.jpg,77.21184,94.00016,38.13361,0.44902,0.36882,69.61488,9.26661,91.43930,11.80498,34.62653,4.94855,0.46750,0.00813,0.46912,0.47220,0.47432,0.35576,0.00716,0.35617,0.36229,0.36264,67.86156,NA,NA,NA,NA,NA
2008-06-06,2008,158,5,bartlettir_2008_06_06_120104.jpg,63.47093,81.92282,33.00638,0.45921,0.35578,64.68427,2.18652,83.92589,2.65258,33.41676,1.88358,0.46115,0.00332,0.45954,0.46059,0.46484,0.35539,0.00169,0.35512,0.35578,0.35729,68.39150,NA,NA,NA,NA,NA
2008-06-09,2008,161,3,bartlettir_2008_06_10_123610.jpg,66.67286,91.42583,34.87099,0.47378,0.34551,50.80962,11.34614,75.42042,11.38741,30.43539,3.21219,0.48251,0.00723,0.48225,0.48687,0.48964,0.32143,0.01752,0.31447,0.32999,0.33930,66.50875,NA,NA,NA,NA,NA
2008-06-12,2008,164,16,bartlettir_2008_06_12_120114.jpg,76.60017,97.45369,44.43796,0.44603,0.35059,71.57240,6.39621,97.32509,5.74885,41.52268,2.60774,0.46291,0.01029,0.46310,0.47320,0.47436,0.33959,0.01007,0.33901,0.34523,0.34912,68.88367,NA,NA,NA,NA,NA
2008-06-15,2008,167,8,bartlettir_2008_06_14_132117.jpg,65.79547,92.56584,37.47166,0.47268,0.33598,68.01804,7.17977,93.03739,8.37289,38.38542,2.79913,0.46656,0.00438,0.46781,0.46838,0.47050,0.34061,0.00725,0.33967,0.34789,0.34909,68.81338,NA,NA,NA,NA,NA
2008-06-18,2008,170,12,bartlettir_2008_06_18_122019.jpg,66.26114,87.93011,36.91716,0.46011,0.34672,61.12077,8.60043,81.42451,10.68833,34.43462,3.92580,0.46003,0.00644,0.45911,0.46510,0.46872,0.34502,0.00718,0.34454,0.35136,0.35317,68.93534,NA,NA,NA,NA,NA
2008-06-21,2008,173,1,bartlettir_2008_06_20_131540.jpg,55.87352,79.67473,34.18019,0.46942,0.32919,55.87352,0.00000,79.67473,0.00000,34.18019,0.00000,0.46942,0.00000,0.46942,0.46942,0.46942,0.32919,0.00000,0.32919,0.32919,0.32919,62.50790,NA,NA,NA,NA,NA
2008-06-24,2008,176,13,bartlettir_2008_06_24_132545.jpg,50.06854,73.26870,32.32596,0.47069,0.32165,64.99846,11.94370,87.76517,15.45113,36.04087,7.44159,0.46533,0.01380,0.46188,0.47069,0.48613,0.34425,0.00855,0.34311,0.34797,0.34990,69.01931,NA,NA,NA,NA,NA
2008-06-27,2008,179,33,bartlettir_2008_06_27_124049.jpg,74.56641,100.62061,41.68512,0.46396,0.34383,58.57564,6.30783,81.31914,7.60846,33.01545,4.19957,0.47080,0.00731,0.47177,0.47431,0.47903,0.33867,0.00432,0.33879,0.34197,0.34364,68.14669,NA,NA,NA,NA,NA
2008-06-30,2008,182,22,bartlettir_2008_06_30_120050.jpg,69.89114,86.92154,45.68277,0.42925,0.34515,69.22502,7.74634,93.56548,8.54124,40.80657,3.97449,0.45989,0.00868,0.46285,0.46506,0.46767,0.33959,0.00737,0.33799,0.34462,0.34639,68.91520,NA,NA,NA,NA,NA
2008-07-03,2008,185,15,bartlettir_2008_07_03_120555.jpg,65.54157,83.23967,39.50688,0.44209,0.34809,67.51938,10.75569,90.41014,12.29292,39.58747,5.99262,0.45841,0.01197,0.45866,0.46098,0.46704,0.34111,0.00825,0.34295,0.34634,0.34767,68.56015,NA,NA,NA,NA,NA
2008-07-06,2008,188,22,bartlettir_2008_07_06_120559.jpg,76.35274,99.31678,46.09843,0.44784,0.34429,72.56044,7.09823,97.10834,7.65298,42.00907,2.92792,0.45893,0.00663,0.46057,0.46231,0.46374,0.34233,0.00836,0.34433,0.34703,0.34948,68.38537,NA,NA,NA,NA,NA
2008-07-09,2008,191,2,bartlettir_2008_07_08_134032.jpg,69.76413,94.96965,39.06091,0.46601,0.34233,69.62374,0.14039,94.84390,0.12575,38.96487,0.09604,0.46622,0.00021,0.46622,0.46632,0.46639,0.34224,0.00008,0.34224,0.34229,0.34231,59.36412,NA,NA,NA,NA,NA
2008-07-12,2008,194,9,bartlettir_2008_07_12_125035.jpg,54.65148,77.70040,35.22982,0.46366,0.32612,56.28325,8.68950,76.70707,12.97154,32.43869,5.13906,0.46316,0.00509,0.46082,0.46501,0.47108,0.34064,0.00598,0.34350,0.34402,0.34526,66.18000,NA,NA,NA,NA,NA
2008-07-15,2008,197,20,bartlettir_2008_07_15_120030.jpg,76.60108,93.07348,44.59164,0.43438,0.35750,69.71920,11.34929,94.22510,11.61975,43.00882,3.55788,0.45549,0.00652,0.45718,0.45902,0.46124,0.33513,0.01713,0.34100,0.34460,0.35271,67.24323,NA,NA,NA,NA,NA
2008-07-18,2008,200,6,bartlettir_2008_07_18_124033.jpg,41.10979,53.05437,21.68869,0.45795,0.35484,56.06954,12.56222,73.92897,17.39020,31.54720,7.94575,0.45764,0.00544,0.45881,0.46110,0.46333,0.34802,0.00450,0.34671,0.35158,0.35398,66.44336,NA,NA,NA,NA,NA
2008-07-21,2008,203,2,bartlettir_2008_07_21_120535.jpg,76.17076,94.72731,44.96576,0.43883,0.35286,81.26222,5.09146,103.42418,8.69687,46.57610,1.61033,0.44669,0.00786,0.44669,0.45062,0.45298,0.35148,0.00139,0.35148,0.35217,0.35259,66.06327,NA,NA,NA,NA,NA
2008-07-24,2008,206,9,bartlettir_2008_07_24_122540.jpg,59.14607,75.48431,29.84948,0.45893,0.35959,54.99413,7.94692,75.58366,9.53377,33.37448,4.14835,0.46093,0.01348,0.46400,0.46695,0.47504,0.33486,0.02020,0.34137,0.34680,0.35366,64.60745,NA,NA,NA,NA,NA
2008-07-27,2008,209,11,bartlettir_2008_07_27_120545.jpg,80.18410,98.40295,43.25771,0.44357,0.36144,65.23632,8.89557,87.54009,9.74490,38.04701,4.14000,0.45911,0.00771,0.46026,0.46391,0.46596,0.34125,0.00789,0.33967,0.34321,0.34849,64.78057,NA,NA,NA,NA,NA
2008-07-30,2008,212,5,bartlettir_2008_07_29_135041.jpg,70.00217,94.08562,42.05547,0.45641,0.33958,80.04117,5.14111,103.28542,4.89264,45.98862,2.11408,0.45055,0.00307,0.44978,0.45004,0.45386,0.34882,0.00470,0.35054,0.35182,0.35211,63.49814,NA,NA,NA,NA,NA
2008-08-02,2008,215,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-05,2008,218,10,bartlettir_2008_08_04_133045.jpg,69.63633,94.09116,43.93725,0.45309,0.33533,66.32266,5.09690,88.41444,7.41768,36.35073,5.63007,0.46300,0.01161,0.46154,0.47509,0.47668,0.34747,0.00705,0.35067,0.35341,0.35399,61.35382,NA,NA,NA,NA,NA
2008-08-08,2008,221,18,bartlettir_2008_08_08_121049.jpg,65.20729,77.20309,39.54986,0.42429,0.35836,73.55804,9.76516,94.58751,10.73418,43.11829,4.07812,0.44786,0.00780,0.45067,0.45248,0.45541,0.34750,0.00953,0.34868,0.35605,0.35872,61.50950,NA,NA,NA,NA,NA
2008-08-11,2008,224,11,bartlettir_2008_08_11_121052.jpg,65.82129,80.35774,35.69115,0.44184,0.36191,73.62758,13.05412,93.39180,14.94724,40.89006,7.04383,0.44978,0.00652,0.45028,0.45631,0.45717,0.35368,0.00780,0.35505,0.35853,0.36231,60.92053,NA,NA,NA,NA,NA
2008-08-14,2008,227,21,bartlettir_2008_08_14_121556.jpg,64.60491,81.16953,36.69854,0.44483,0.35405,70.04777,9.98609,91.34618,12.27766,40.46807,5.12481,0.45252,0.00424,0.45251,0.45495,0.45730,0.34668,0.00624,0.34714,0.34840,0.35275,60.14614,NA,NA,NA,NA,NA
2008-08-17,2008,230,31,bartlettir_2008_08_17_120600.jpg,87.71661,104.03968,47.27719,0.43525,0.36696,71.02225,10.86010,90.58864,14.23376,40.98715,4.38533,0.44589,0.01614,0.45152,0.45418,0.45685,0.35019,0.00757,0.35164,0.35323,0.36158,59.05214,NA,NA,NA,NA,NA
2008-08-20,2008,233,2,bartlettir_2008_08_19_130603.jpg,86.49075,107.26965,47.39437,0.44482,0.35865,82.71437,3.77639,104.06070,3.20895,47.05725,0.33712,0.44503,0.00021,0.44503,0.44514,0.44520,0.35357,0.00508,0.35357,0.35611,0.35764,54.80116,NA,NA,NA,NA,NA
2008-08-23,2008,236,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-26,2008,239,25,bartlettir_2008_08_26_121045.jpg,78.83218,91.90411,43.08041,0.42983,0.36869,76.10411,7.61472,94.69697,6.70666,42.93230,2.63729,0.44337,0.00807,0.44255,0.44873,0.45431,0.35543,0.01181,0.35954,0.36236,0.36486,55.65673,NA,NA,NA,NA,NA
2008-08-29,2008,242,18,bartlettir_2008_08_29_121038.jpg,75.11411,86.31081,38.44433,0.43184,0.37582,73.93668,7.54567,89.87889,8.43666,38.83733,3.87097,0.44366,0.00783,0.44651,0.44842,0.45039,0.36467,0.00695,0.36308,0.36963,0.37373,54.93793,NA,NA,NA,NA,NA
2008-09-01,2008,245,28,bartlettir_2008_09_01_120043.jpg,78.96646,87.32820,41.95727,0.41934,0.37919,82.34312,4.89495,99.56032,5.85173,44.11408,2.44704,0.44049,0.00724,0.44081,0.44536,0.44810,0.36429,0.00493,0.36259,0.36649,0.37019,53.84290,NA,NA,NA,NA,NA
2008-09-04,2008,248,22,bartlettir_2008_09_03_135047.jpg,80.82795,98.64947,41.11793,0.44720,0.36641,80.05995,8.88330,95.87573,8.02323,41.41784,2.89431,0.44141,0.00702,0.44063,0.44575,0.44803,0.36753,0.01305,0.37104,0.37293,0.37754,52.72189,NA,NA,NA,NA,NA
2008-09-07,2008,251,32,bartlettir_2008_09_07_121050.jpg,82.49509,91.72569,39.45042,0.42928,0.38608,76.10187,12.20119,91.70214,10.93912,40.81259,4.98172,0.44042,0.00807,0.44170,0.44556,0.45013,0.36325,0.01511,0.36753,0.37290,0.37968,51.58379,NA,NA,NA,NA,NA
2008-09-10,2008,254,4,bartlettir_2008_09_10_131055.jpg,80.82001,94.46079,44.18271,0.43042,0.36826,74.23504,5.91811,89.34569,5.77971,37.59513,4.22118,0.44436,0.01335,0.44043,0.44875,0.45919,0.36870,0.00797,0.37102,0.37453,0.37589,48.11243,NA,NA,NA,NA,NA
2008-09-13,2008,257,6,bartlettir_2008_09_12_135052.jpg,59.76041,66.28184,32.77044,0.41736,0.37629,54.89796,3.07249,62.78179,3.47824,25.85333,5.34444,0.43824,0.02109,0.43466,0.45274,0.46366,0.38289,0.00892,0.37744,0.38686,0.39484,46.15889,NA,NA,NA,NA,NA
2008-09-16,2008,260,23,bartlettir_2008_09_15_135100.jpg,76.21640,92.66481,42.64138,0.43808,0.36032,78.90045,4.34640,90.43630,2.87258,41.20029,2.14821,0.42979,0.00880,0.42807,0.43761,0.43954,0.37457,0.00713,0.37523,0.37765,0.38178,48.38567,NA,NA,NA,NA,NA
2008-09-19,2008,263,25,bartlettir_2008_09_19_120041.jpg,93.66812,93.96373,47.24439,0.40006,0.39880,88.17760,5.24498,93.29653,4.31591,43.72071,2.16777,0.41441,0.00677,0.41666,0.41890,0.41981,0.39140,0.00684,0.39137,0.39632,0.39967,46.81744,NA,NA,NA,NA,NA
2008-09-22,2008,266,15,bartlettir_2008_09_22_135046.jpg,71.26998,75.07470,34.44184,0.41527,0.39422,77.81679,7.47035,80.95545,5.54575,36.12366,3.37138,0.41588,0.00973,0.41860,0.42255,0.42554,0.39890,0.00775,0.39476,0.40061,0.41283,45.71119,NA,NA,NA,NA,NA
2008-09-25,2008,269,12,bartlettir_2008_09_24_135048.jpg,105.96231,97.99893,42.37399,0.39783,0.43015,95.41183,8.32957,87.42721,9.23496,37.30702,3.76029,0.39666,0.00838,0.39942,0.40196,0.40263,0.43394,0.00988,0.43147,0.43819,0.44492,44.51582,NA,NA,NA,NA,NA
2008-09-28,2008,272,35,bartlettir_2008_09_28_120050.jpg,109.47746,78.16001,36.82374,0.34821,0.48773,101.77094,10.48689,77.43641,7.40073,32.27422,3.36496,0.36625,0.00682,0.36746,0.37001,0.37344,0.48096,0.01070,0.48175,0.48740,0.49604,43.64640,NA,NA,NA,NA,NA
2008-10-01,2008,275,22,bartlettir_2008_10_01_121055.jpg,93.84051,63.19329,25.58025,0.34605,0.51387,97.89378,14.39141,68.85153,10.33396,26.01519,3.86801,0.35688,0.00687,0.35991,0.36279,0.36338,0.50774,0.00768,0.50759,0.51412,0.51777,42.12890,NA,NA,NA,NA,NA
2008-10-04,2008,278,33,bartlettir_2008_10_04_121058.jpg,101.22843,83.73111,42.10869,0.36875,0.44581,109.03155,9.24038,91.90505,9.20305,42.70616,5.57615,0.37695,0.00699,0.37922,0.38181,0.38313,0.44816,0.01834,0.44321,0.44997,0.46952,40.94354,NA,NA,NA,NA,NA
2008-10-07,2008,281,23,bartlettir_2008_10_07_121103.jpg,115.07086,99.63394,53.07783,0.37207,0.42972,110.98615,8.98384,97.42140,6.09818,47.74382,4.23208,0.38054,0.00470,0.38268,0.38363,0.38394,0.43310,0.01140,0.43577,0.44194,0.44795,39.37897,NA,NA,NA,NA,NA
2008-10-10,2008,284,35,bartlettir_2008_10_10_120107.jpg,121.11529,87.70752,48.76221,0.34050,0.47020,120.32272,8.91815,95.32297,6.94839,48.18653,3.80477,0.36134,0.00878,0.36135,0.36732,0.37302,0.45603,0.00967,0.45418,0.46127,0.46854,38.94535,NA,NA,NA,NA,NA
2008-10-13,2008,287,32,bartlettir_2008_10_13_121108.jpg,108.01648,72.59904,39.78218,0.32940,0.49010,109.44555,9.18162,84.64065,6.85539,47.81029,4.23830,0.34986,0.00746,0.35184,0.35547,0.35771,0.45237,0.01449,0.45388,0.46096,0.46707,37.80149,NA,NA,NA,NA,NA
2008-10-16,2008,290,31,bartlettir_2008_10_16_121109.jpg,78.24927,52.34459,30.58363,0.32476,0.48549,93.77058,15.26788,79.41513,18.43726,51.92944,12.83643,0.35010,0.01446,0.35867,0.36071,0.36297,0.42135,0.02905,0.41278,0.44560,0.46817,36.33238,NA,NA,NA,NA,NA
2008-10-19,2008,293,34,bartlettir_2008_10_19_121116.jpg,110.28643,98.52401,70.34689,0.35293,0.39507,98.89103,10.97807,94.79476,9.56119,66.02415,7.00419,0.36523,0.00555,0.36673,0.36818,0.37066,0.38054,0.00761,0.37870,0.38392,0.39133,35.56975,NA,NA,NA,NA,NA
2008-10-22,2008,296,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-25,2008,299,33,bartlettir_2008_10_25_121020.jpg,93.82036,85.84769,67.82359,0.34687,0.37908,96.96086,10.46824,94.86913,10.64519,68.21620,6.74215,0.36453,0.00683,0.36646,0.36950,0.37200,0.37284,0.00505,0.37218,0.37484,0.37734,33.13100,NA,NA,NA,NA,NA
2008-10-28,2008,302,11,bartlettir_2008_10_29_121025.jpg,93.94524,87.67741,71.79146,0.34598,0.37072,80.99218,11.13791,79.18816,10.37016,61.01207,7.42479,0.35801,0.00590,0.35892,0.36192,0.36301,0.36583,0.00605,0.36436,0.37098,0.37421,31.44931,NA,NA,NA,NA,NA
2008-10-31,2008,305,22,bartlettir_2008_10_31_121041.jpg,98.95821,91.55914,67.78188,0.35447,0.38311,92.90918,6.30220,92.86506,5.23468,67.11554,4.60810,0.36739,0.00551,0.36949,0.37165,0.37236,0.36731,0.00555,0.36530,0.36796,0.37428,30.79517,NA,NA,NA,NA,NA
2008-11-03,2008,308,24,bartlettir_2008_11_03_124039.jpg,82.35830,85.45814,65.01342,0.36704,0.35373,91.86500,6.02668,92.13835,5.05693,65.92724,4.76495,0.36878,0.00470,0.37041,0.37184,0.37324,0.36752,0.00886,0.36924,0.37332,0.37668,30.16997,NA,NA,NA,NA,NA
2008-11-06,2008,311,10,bartlettir_2008_11_06_120042.jpg,92.45940,86.03466,67.91670,0.34915,0.37522,94.40985,7.00715,91.74170,6.30930,67.84701,4.31651,0.36119,0.00641,0.36252,0.36628,0.36713,0.37156,0.00835,0.36699,0.37862,0.38131,29.28657,NA,NA,NA,NA,NA
2008-11-09,2008,314,10,bartlettir_2008_11_09_121046.jpg,109.53527,101.14779,74.43042,0.35476,0.38418,85.95636,13.02215,80.83928,10.36321,60.78719,8.50079,0.35512,0.00423,0.35557,0.35714,0.36024,0.37732,0.02663,0.38551,0.39979,0.40453,28.39720,NA,NA,NA,NA,NA
2008-11-12,2008,317,7,bartlettir_2008_11_11_125049.jpg,84.29176,82.76024,64.23028,0.35783,0.36445,86.47659,6.32619,82.19654,5.01452,65.16846,4.32872,0.35163,0.00385,0.35007,0.35469,0.35648,0.36968,0.00523,0.36997,0.37407,0.37551,27.57858,NA,NA,NA,NA,NA
2008-11-15,2008,320,15,bartlettir_2008_11_15_121051.jpg,47.04641,38.00004,33.82047,0.31969,0.39579,67.43558,21.55904,60.18214,24.30638,46.66234,18.05554,0.34023,0.01645,0.33989,0.35403,0.36010,0.39263,0.02172,0.39579,0.41008,0.41929,26.81025,NA,NA,NA,NA,NA
2008-11-18,2008,323,15,bartlettir_2008_11_18_121055.jpg,110.15957,102.29672,76.48589,0.35404,0.38125,96.93493,9.84365,94.90686,8.61300,70.54013,5.19411,0.36161,0.00481,0.36278,0.36482,0.36688,0.36904,0.00888,0.36751,0.37561,0.37964,26.09248,NA,NA,NA,NA,NA
2008-11-21,2008,326,3,bartlettir_2008_11_21_121055.jpg,98.33414,92.82895,69.83369,0.35567,0.37676,103.15405,3.63001,97.81104,4.06145,72.61867,1.98100,0.35744,0.00303,0.35567,0.35869,0.36050,0.37704,0.00031,0.37690,0.37718,0.37736,25.43012,NA,NA,NA,NA,NA
2008-11-24,2008,329,6,bartlettir_2008_11_24_121103.jpg,92.57755,87.48938,66.74279,0.35448,0.37510,96.83299,3.49143,94.30709,4.70011,69.25147,2.47836,0.36204,0.00451,0.36262,0.36589,0.36699,0.37195,0.00471,0.36959,0.37393,0.37806,24.63344,NA,NA,NA,NA,NA
2008-11-27,2008,332,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-30,2008,335,0,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-03,2008,338,10,bartlettir_2008_12_03_124549.jpg,96.91538,104.16850,81.01443,0.36926,0.34355,103.88997,7.12319,114.60978,9.49907,96.80974,13.51835,0.36392,0.00615,0.36595,0.36923,0.36941,0.33038,0.01066,0.32615,0.34270,0.34339,23.37051,NA,NA,NA,NA,NA
2008-12-06,2008,341,15,bartlettir_2008_12_06_121040.jpg,94.73741,99.48885,84.33224,0.35716,0.34010,96.18509,9.57688,106.52465,6.90746,92.28057,3.52638,0.36107,0.00359,0.36052,0.36325,0.36615,0.32534,0.01555,0.32859,0.33258,0.33967,23.02453,NA,NA,NA,NA,NA
2008-12-09,2008,344,11,bartlettir_2008_12_09_123044.jpg,112.03008,121.55936,108.07189,0.35579,0.32790,86.93301,17.70852,90.02597,18.82553,76.53927,14.64318,0.35429,0.00630,0.35579,0.35859,0.36023,0.34268,0.00907,0.34242,0.34946,0.35549,22.73118,NA,NA,NA,NA,NA
2008-12-12,2008,347,11,bartlettir_2008_12_11_125045.jpg,108.80659,120.21179,103.39660,0.36163,0.32732,101.82921,6.20479,107.69521,8.03422,91.56122,9.79089,0.35783,0.00426,0.35716,0.36115,0.36326,0.33874,0.00877,0.33494,0.34477,0.35271,22.71526,NA,NA,NA,NA,NA
2008-12-15,2008,350,16,bartlettir_2008_12_15_121048.jpg,63.06566,66.88321,62.48089,0.34757,0.32773,91.48954,19.68492,100.98803,22.16425,90.59320,18.46820,0.35603,0.00598,0.35602,0.36166,0.36338,0.32306,0.00681,0.32167,0.32775,0.33091,22.46979,NA,NA,NA,NA,NA
2008-12-18,2008,353,15,bartlettir_2008_12_18_121049.jpg,68.66936,87.52319,94.69232,0.34886,0.27371,88.28357,17.12336,100.93107,16.31853,93.09910,14.48090,0.35748,0.00477,0.35881,0.36159,0.36297,0.31179,0.02332,0.31598,0.32559,0.33824,22.25475,NA,NA,NA,NA,NA
2008-12-21,2008,356,16,bartlettir_2008_12_21_121054.jpg,76.55754,88.92689,85.75680,0.35395,0.30472,86.85573,10.70372,98.31961,10.91068,89.68144,8.62655,0.35765,0.00362,0.35771,0.35999,0.36219,0.31557,0.00778,0.31377,0.32095,0.32767,22.42691,NA,NA,NA,NA,NA
2008-12-24,2008,359,16,bartlettir_2008_12_24_121027.jpg,92.20778,102.55167,92.90623,0.35650,0.32054,96.62343,7.14268,103.66516,7.86479,87.29175,8.96538,0.36050,0.00527,0.36197,0.36454,0.36615,0.33634,0.01425,0.33819,0.34746,0.35179,22.44671,NA,NA,NA,NA,NA
2008-12-27,2008,362,16,bartlettir_2008_12_27_121030.jpg,94.01187,103.89055,92.45772,0.35780,0.32378,96.34514,10.24135,105.69716,12.30464,91.14156,12.84761,0.36063,0.00439,0.36114,0.36399,0.36533,0.32933,0.01243,0.32525,0.32865,0.34264,22.55678,NA,NA,NA,NA,NA
2008-12-30,2008,365,17,bartlettir_2008_12_30_121033.jpg,101.06050,108.89643,97.31966,0.35439,0.32889,100.80184,7.98391,108.03459,9.84980,91.67699,10.87565,0.35952,0.00556,0.36065,0.36425,0.36632,0.33597,0.01227,0.33845,0.34411,0.34948,22.88196,NA,NA,NA,NA,NA
2009-01-02,2009,2,16,bartlettir_2009_01_02_120033.jpg,105.14887,106.50244,92.54081,0.35012,0.34567,96.62587,5.24473,105.03524,5.89960,90.11570,10.16786,0.36012,0.00584,0.36172,0.36515,0.36723,0.33175,0.01716,0.33717,0.34239,0.34677,23.06405,NA,NA,NA,NA,NA
